Jurisdiction Name,Location NAME,Location Id,Comm Device TYPE,Latitude,longitude
GLOBALINFRA,Intersection31,6031,TCP/IP,44.954292,-92.943624
GLOBALINFRA,Intersection32,6032,TCP/IP,44.954392,-92.943524
GLOBALINFRA,Intersection33,6033,TCP/IP,44.954492,-92.943424
GLOBALINFRA,Intersection34,6034,TCP/IP,44.954592,-92.943324
GLOBALINFRA,Intersection35,6035,TCP/IP,44.954692,-92.943224
GLOBALINFRA,Intersection36,6036,TCP/IP,44.954792,-92.943124
GLOBALINFRA,Intersection37,6037,TCP/IP,44.954892,-92.943024
GLOBALINFRA,Intersection38,6038,TCP/IP,44.954992,-92.942924
GLOBALINFRA,Intersection39,6039,TCP/IP,44.955092,-92.942824
GLOBALINFRA,Intersection40,6040,TCP/IP,44.955192,-92.942724
GLOBALINFRA,Intersection41,6041,TCP/IP,44.955292,-92.942624
GLOBALINFRA,Intersection42,6042,TCP/IP,44.955392,-92.942524
GLOBALINFRA,Intersection43,6043,TCP/IP,44.955492,-92.942424
GLOBALINFRA,Intersection44,6044,TCP/IP,44.955592,-92.942324
GLOBALINFRA,Intersection45,6045,TCP/IP,44.955692,-92.942224
GLOBALINFRA,Intersection46,6046,TCP/IP,44.955792,-92.942124
GLOBALINFRA,Intersection47,6047,TCP/IP,44.955892,-92.942024
GLOBALINFRA,Intersection48,6048,TCP/IP,44.955992,-92.941924
GLOBALINFRA,Intersection49,6049,TCP/IP,44.956092,-92.941824
GLOBALINFRA,Intersection50,6050,TCP/IP,44.956192,-92.941724
GLOBALINFRA,Intersection51,6051,TCP/IP,44.956292,-92.941624
GLOBALINFRA,Intersection52,6052,TCP/IP,44.956392,-92.941524
GLOBALINFRA,Intersection53,6053,TCP/IP,44.956492,-92.941424
GLOBALINFRA,Intersection54,6054,TCP/IP,44.956592,-92.941324
GLOBALINFRA,Intersection55,6055,TCP/IP,44.956692,-92.941224
GLOBALINFRA,Intersection56,6056,TCP/IP,44.956792,-92.941124
GLOBALINFRA,Intersection57,6057,TCP/IP,44.956892,-92.941024
GLOBALINFRA,Intersection58,6058,TCP/IP,44.956992,-92.940924
GLOBALINFRA,Intersection59,6059,TCP/IP,44.957092,-92.940824
GLOBALINFRA,Intersection60,6060,TCP/IP,44.957192,-92.940724
GLOBALINFRA,Intersection61,6061,TCP/IP,44.957292,-92.940624
GLOBALINFRA,Intersection62,6062,TCP/IP,44.957392,-92.940524
GLOBALINFRA,Intersection63,6063,TCP/IP,44.957492,-92.940424
GLOBALINFRA,Intersection64,6064,TCP/IP,44.957592,-92.940324
GLOBALINFRA,Intersection65,6065,TCP/IP,44.957692,-92.940224
GLOBALINFRA,Intersection66,6066,TCP/IP,44.957792,-92.940124
GLOBALINFRA,Intersection67,6067,TCP/IP,44.957892,-92.940024
GLOBALINFRA,Intersection68,6068,TCP/IP,44.957992,-92.939924
GLOBALINFRA,Intersection69,6069,TCP/IP,44.958092,-92.939824
GLOBALINFRA,Intersection70,6070,TCP/IP,44.958192,-92.939724
GLOBALINFRA,Intersection71,6071,TCP/IP,44.958292,-92.939624
GLOBALINFRA,Intersection72,6072,TCP/IP,44.958392,-92.939524
GLOBALINFRA,Intersection73,6073,TCP/IP,44.958492,-92.939424
GLOBALINFRA,Intersection74,6074,TCP/IP,44.958592,-92.939324
GLOBALINFRA,Intersection75,6075,TCP/IP,44.958692,-92.939224
GLOBALINFRA,Intersection76,6076,TCP/IP,44.958792,-92.939124
GLOBALINFRA,Intersection77,6077,TCP/IP,44.958892,-92.939024
GLOBALINFRA,Intersection78,6078,TCP/IP,44.958992,-92.938924
GLOBALINFRA,Intersection79,6079,TCP/IP,44.959092,-92.938824
GLOBALINFRA,Intersection80,6080,TCP/IP,44.959192,-92.938724
GLOBALINFRA,Intersection81,6081,TCP/IP,44.959292,-92.938624
GLOBALINFRA,Intersection82,6082,TCP/IP,44.959392,-92.938524
GLOBALINFRA,Intersection83,6083,TCP/IP,44.959492,-92.938424
GLOBALINFRA,Intersection84,6084,TCP/IP,44.959592,-92.938324
GLOBALINFRA,Intersection85,6085,TCP/IP,44.959692,-92.938224
GLOBALINFRA,Intersection86,6086,TCP/IP,44.959792,-92.938124
GLOBALINFRA,Intersection87,6087,TCP/IP,44.959892,-92.938024
GLOBALINFRA,Intersection88,6088,TCP/IP,44.959992,-92.937924
GLOBALINFRA,Intersection89,6089,TCP/IP,44.960092,-92.937824
GLOBALINFRA,Intersection90,6090,TCP/IP,44.960192,-92.937724
GLOBALINFRA,Intersection91,6091,TCP/IP,44.960292,-92.937624
GLOBALINFRA,Intersection92,6092,TCP/IP,44.960392,-92.937524
GLOBALINFRA,Intersection93,6093,TCP/IP,44.960492,-92.937424
GLOBALINFRA,Intersection94,6094,TCP/IP,44.960592,-92.937324
GLOBALINFRA,Intersection95,6095,TCP/IP,44.960692,-92.937224
GLOBALINFRA,Intersection96,6096,TCP/IP,44.960792,-92.937124
GLOBALINFRA,Intersection97,6097,TCP/IP,44.960892,-92.937024
GLOBALINFRA,Intersection98,6098,TCP/IP,44.960992,-92.936924
GLOBALINFRA,Intersection99,6099,TCP/IP,44.961092,-92.936824
GLOBALINFRA,Intersection100,6100,TCP/IP,44.961192,-92.936724
GLOBALINFRA,Intersection101,6101,TCP/IP,44.961292,-92.936624
GLOBALINFRA,Intersection102,6102,TCP/IP,44.961392,-92.936524
GLOBALINFRA,Intersection103,6103,TCP/IP,44.961492,-92.936424
GLOBALINFRA,Intersection104,6104,TCP/IP,44.961592,-92.936324
GLOBALINFRA,Intersection105,6105,TCP/IP,44.961692,-92.936224
GLOBALINFRA,Intersection106,6106,TCP/IP,44.961792,-92.936124
GLOBALINFRA,Intersection107,6107,TCP/IP,44.961892,-92.936024
GLOBALINFRA,Intersection108,6108,TCP/IP,44.961992,-92.935924
GLOBALINFRA,Intersection109,6109,TCP/IP,44.962092,-92.935824
GLOBALINFRA,Intersection110,6110,TCP/IP,44.962192,-92.935724
GLOBALINFRA,Intersection111,6111,TCP/IP,44.962292,-92.935624
GLOBALINFRA,Intersection112,6112,TCP/IP,44.962392,-92.935524
GLOBALINFRA,Intersection113,6113,TCP/IP,44.962492,-92.935424
GLOBALINFRA,Intersection114,6114,TCP/IP,44.962592,-92.935324
GLOBALINFRA,Intersection115,6115,TCP/IP,44.962692,-92.935224
GLOBALINFRA,Intersection116,6116,TCP/IP,44.962792,-92.935124
GLOBALINFRA,Intersection117,6117,TCP/IP,44.962892,-92.935024
GLOBALINFRA,Intersection118,6118,TCP/IP,44.962992,-92.934924
GLOBALINFRA,Intersection119,6119,TCP/IP,44.963092,-92.934824
GLOBALINFRA,Intersection120,6120,TCP/IP,44.963192,-92.934724
GLOBALINFRA,Intersection121,6121,TCP/IP,44.963292,-92.934624
GLOBALINFRA,Intersection122,6122,TCP/IP,44.963392,-92.934524
GLOBALINFRA,Intersection123,6123,TCP/IP,44.963492,-92.934424
GLOBALINFRA,Intersection124,6124,TCP/IP,44.963592,-92.934324
GLOBALINFRA,Intersection125,6125,TCP/IP,44.963692,-92.934224
GLOBALINFRA,Intersection126,6126,TCP/IP,44.963792,-92.934124
GLOBALINFRA,Intersection127,6127,TCP/IP,44.963892,-92.934024
GLOBALINFRA,Intersection128,6128,TCP/IP,44.963992,-92.933924
GLOBALINFRA,Intersection129,6129,TCP/IP,44.964092,-92.933824
GLOBALINFRA,Intersection130,6130,TCP/IP,44.964192,-92.933724
GLOBALINFRA,Intersection131,6131,TCP/IP,44.964292,-92.933624
GLOBALINFRA,Intersection132,6132,TCP/IP,44.964392,-92.933524
GLOBALINFRA,Intersection133,6133,TCP/IP,44.964492,-92.933424
GLOBALINFRA,Intersection134,6134,TCP/IP,44.964592,-92.933324
GLOBALINFRA,Intersection135,6135,TCP/IP,44.964692,-92.933224
GLOBALINFRA,Intersection136,6136,TCP/IP,44.964792,-92.933124
GLOBALINFRA,Intersection137,6137,TCP/IP,44.964892,-92.933024
GLOBALINFRA,Intersection138,6138,TCP/IP,44.964992,-92.932924
GLOBALINFRA,Intersection139,6139,TCP/IP,44.965092,-92.932824
GLOBALINFRA,Intersection140,6140,TCP/IP,44.965192,-92.932724
GLOBALINFRA,Intersection141,6141,TCP/IP,44.965292,-92.932724
GLOBALINFRA,Intersection142,6142,TCP/IP,44.965392,-92.932724
GLOBALINFRA,Intersection143,6143,TCP/IP,44.965492,-92.932724
GLOBALINFRA,Intersection144,6144,TCP/IP,44.965592,-92.932724
GLOBALINFRA,Intersection145,6145,TCP/IP,44.965692,-92.932724
GLOBALINFRA,Intersection146,6146,TCP/IP,44.965792,-92.932724
GLOBALINFRA,Intersection147,6147,TCP/IP,44.965892,-92.932724
GLOBALINFRA,Intersection148,6148,TCP/IP,44.965992,-92.932724
GLOBALINFRA,Intersection149,6149,TCP/IP,44.966092,-92.932724
GLOBALINFRA,Intersection150,6150,TCP/IP,44.966192,-92.932724
GLOBALINFRA,Intersection151,6151,TCP/IP,44.966292,-92.932724
GLOBALINFRA,Intersection152,6152,TCP/IP,44.966392,-92.932724
GLOBALINFRA,Intersection153,6153,TCP/IP,44.966492,-92.932724
GLOBALINFRA,Intersection154,6154,TCP/IP,44.966592,-92.932724
GLOBALINFRA,Intersection155,6155,TCP/IP,44.966692,-92.932724
GLOBALINFRA,Intersection156,6156,TCP/IP,44.966792,-92.932724
GLOBALINFRA,Intersection157,6157,TCP/IP,44.966892,-92.932724
GLOBALINFRA,Intersection158,6158,TCP/IP,44.966992,-92.932724
GLOBALINFRA,Intersection159,6159,TCP/IP,44.967092,-92.932724
GLOBALINFRA,Intersection160,6160,TCP/IP,44.967192,-92.932724
GLOBALINFRA,Intersection161,6161,TCP/IP,44.967292,-92.932724
GLOBALINFRA,Intersection162,6162,TCP/IP,44.967392,-92.932724
GLOBALINFRA,Intersection163,6163,TCP/IP,44.967492,-92.932724
GLOBALINFRA,Intersection164,6164,TCP/IP,44.967592,-92.932724
GLOBALINFRA,Intersection165,6165,TCP/IP,44.967692,-92.932724
GLOBALINFRA,Intersection166,6166,TCP/IP,44.967792,-92.932724
GLOBALINFRA,Intersection167,6167,TCP/IP,44.967892,-92.932724
GLOBALINFRA,Intersection168,6168,TCP/IP,44.967992,-92.932724
GLOBALINFRA,Intersection169,6169,TCP/IP,44.968092,-92.932724
GLOBALINFRA,Intersection170,6170,TCP/IP,44.968192,-92.932724
GLOBALINFRA,Intersection171,6171,TCP/IP,44.968292,-92.932724
GLOBALINFRA,Intersection172,6172,TCP/IP,44.968392,-92.932724
GLOBALINFRA,Intersection173,6173,TCP/IP,44.968492,-92.932724
GLOBALINFRA,Intersection174,6174,TCP/IP,44.968592,-92.932724
GLOBALINFRA,Intersection175,6175,TCP/IP,44.968692,-92.932724
GLOBALINFRA,Intersection176,6176,TCP/IP,44.968792,-92.932724
GLOBALINFRA,Intersection177,6177,TCP/IP,44.968892,-92.932724
GLOBALINFRA,Intersection178,6178,TCP/IP,44.968992,-92.932724
GLOBALINFRA,Intersection179,6179,TCP/IP,44.969092,-92.932724
GLOBALINFRA,Intersection180,6180,TCP/IP,44.969192,-92.932724
GLOBALINFRA,Intersection181,6181,TCP/IP,44.969292,-92.932724
GLOBALINFRA,Intersection182,6182,TCP/IP,44.969392,-92.932724
GLOBALINFRA,Intersection183,6183,TCP/IP,44.969492,-92.932724
GLOBALINFRA,Intersection184,6184,TCP/IP,44.969592,-92.932724
GLOBALINFRA,Intersection185,6185,TCP/IP,44.969692,-92.932724
GLOBALINFRA,Intersection186,6186,TCP/IP,44.969792,-92.932724
GLOBALINFRA,Intersection187,6187,TCP/IP,44.969892,-92.932724
GLOBALINFRA,Intersection188,6188,TCP/IP,44.969992,-92.932724
GLOBALINFRA,Intersection189,6189,TCP/IP,44.970092,-92.932724
GLOBALINFRA,Intersection190,6190,TCP/IP,44.970192,-92.932724
GLOBALINFRA,Intersection191,6191,TCP/IP,44.970292,-92.932724
GLOBALINFRA,Intersection192,6192,TCP/IP,44.970392,-92.932724
GLOBALINFRA,Intersection193,6193,TCP/IP,44.970492,-92.932724
GLOBALINFRA,Intersection194,6194,TCP/IP,44.970592,-92.932724
GLOBALINFRA,Intersection195,6195,TCP/IP,44.970692,-92.932724
GLOBALINFRA,Intersection196,6196,TCP/IP,44.970792,-92.932724
GLOBALINFRA,Intersection197,6197,TCP/IP,44.970892,-92.932724
GLOBALINFRA,Intersection198,6198,TCP/IP,44.970992,-92.932724
GLOBALINFRA,Intersection199,6199,TCP/IP,44.971092,-92.932724
GLOBALINFRA,Intersection200,6200,TCP/IP,44.971192,-92.932724
GLOBALINFRA,Intersection201,6201,TCP/IP,44.971292,-92.932724
GLOBALINFRA,Intersection202,6202,TCP/IP,44.971392,-92.932724
GLOBALINFRA,Intersection203,6203,TCP/IP,44.971492,-92.932724
GLOBALINFRA,Intersection204,6204,TCP/IP,44.971592,-92.932724
GLOBALINFRA,Intersection205,6205,TCP/IP,44.971692,-92.932724
GLOBALINFRA,Intersection206,6206,TCP/IP,44.971792,-92.932724
GLOBALINFRA,Intersection207,6207,TCP/IP,44.971892,-92.932724
GLOBALINFRA,Intersection208,6208,TCP/IP,44.971992,-92.932724
GLOBALINFRA,Intersection209,6209,TCP/IP,44.972092,-92.932724
GLOBALINFRA,Intersection210,6210,TCP/IP,44.972192,-92.932724
GLOBALINFRA,Intersection211,6211,TCP/IP,44.972292,-92.932724
GLOBALINFRA,Intersection212,6212,TCP/IP,44.972392,-92.932724
GLOBALINFRA,Intersection213,6213,TCP/IP,44.972492,-92.932724
GLOBALINFRA,Intersection214,6214,TCP/IP,44.972592,-92.932724
GLOBALINFRA,Intersection215,6215,TCP/IP,44.972692,-92.932724
GLOBALINFRA,Intersection216,6216,TCP/IP,44.972792,-92.932724
GLOBALINFRA,Intersection217,6217,TCP/IP,44.972892,-92.932724
GLOBALINFRA,Intersection218,6218,TCP/IP,44.972992,-92.932724
GLOBALINFRA,Intersection219,6219,TCP/IP,44.973092,-92.932724
GLOBALINFRA,Intersection220,6220,TCP/IP,44.973192,-92.932724
GLOBALINFRA,Intersection221,6221,TCP/IP,44.973292,-92.932724
GLOBALINFRA,Intersection222,6222,TCP/IP,44.973392,-92.932724
GLOBALINFRA,Intersection223,6223,TCP/IP,44.973492,-92.932724
GLOBALINFRA,Intersection224,6224,TCP/IP,44.973592,-92.932724
GLOBALINFRA,Intersection225,6225,TCP/IP,44.973692,-92.932724
GLOBALINFRA,Intersection226,6226,TCP/IP,44.973792,-92.932724
GLOBALINFRA,Intersection227,6227,TCP/IP,44.973892,-92.932724
GLOBALINFRA,Intersection228,6228,TCP/IP,44.973992,-92.932724
GLOBALINFRA,Intersection229,6229,TCP/IP,44.974092,-92.932724
GLOBALINFRA,Intersection230,6230,TCP/IP,44.974192,-92.932724
GLOBALINFRA,Intersection231,6231,TCP/IP,44.974292,-92.932724
GLOBALINFRA,Intersection232,6232,TCP/IP,44.974392,-92.932724
GLOBALINFRA,Intersection233,6233,TCP/IP,44.974492,-92.932724
GLOBALINFRA,Intersection234,6234,TCP/IP,44.974592,-92.932724
GLOBALINFRA,Intersection235,6235,TCP/IP,44.974692,-92.932724
GLOBALINFRA,Intersection236,6236,TCP/IP,44.974792,-92.932724
GLOBALINFRA,Intersection237,6237,TCP/IP,44.974892,-92.932724
GLOBALINFRA,Intersection238,6238,TCP/IP,44.974992,-92.932724
GLOBALINFRA,Intersection239,6239,TCP/IP,44.975092,-92.932724
GLOBALINFRA,Intersection240,6240,TCP/IP,44.975192,-92.932724
GLOBALINFRA,Intersection241,6241,TCP/IP,44.975292,-92.932724
GLOBALINFRA,Intersection242,6242,TCP/IP,44.975392,-92.932724
GLOBALINFRA,Intersection243,6243,TCP/IP,44.975492,-92.932724
GLOBALINFRA,Intersection244,6244,TCP/IP,44.975592,-92.932724
GLOBALINFRA,Intersection245,6245,TCP/IP,44.975692,-92.932724
GLOBALINFRA,Intersection246,6246,TCP/IP,44.975792,-92.932724
GLOBALINFRA,Intersection247,6247,TCP/IP,44.975892,-92.932724
GLOBALINFRA,Intersection248,6248,TCP/IP,44.975992,-92.932724
GLOBALINFRA,Intersection249,6249,TCP/IP,44.976092,-92.932724
GLOBALINFRA,Intersection250,6250,TCP/IP,44.976192,-92.932724
GLOBALINFRA,Intersection251,6251,TCP/IP,44.976292,-92.932724
GLOBALINFRA,Intersection252,6252,TCP/IP,44.976392,-92.932724
GLOBALINFRA,Intersection253,6253,TCP/IP,44.976492,-92.932724
GLOBALINFRA,Intersection254,6254,TCP/IP,44.976592,-92.932724
GLOBALINFRA,Intersection255,6255,TCP/IP,44.976692,-92.932724
GLOBALINFRA,Intersection256,6256,TCP/IP,44.976792,-92.932724
GLOBALINFRA,Intersection257,6257,TCP/IP,44.976892,-92.932724
GLOBALINFRA,Intersection258,6258,TCP/IP,44.976992,-92.932724
GLOBALINFRA,Intersection259,6259,TCP/IP,44.977092,-92.932724
GLOBALINFRA,Intersection260,6260,TCP/IP,44.977192,-92.932724
GLOBALINFRA,Intersection261,6261,TCP/IP,44.977292,-92.932724
GLOBALINFRA,Intersection262,6262,TCP/IP,44.977392,-92.932724
GLOBALINFRA,Intersection263,6263,TCP/IP,44.977492,-92.932724
GLOBALINFRA,Intersection264,6264,TCP/IP,44.977592,-92.932724
GLOBALINFRA,Intersection265,6265,TCP/IP,44.977692,-92.932724
GLOBALINFRA,Intersection266,6266,TCP/IP,44.977792,-92.932724
GLOBALINFRA,Intersection267,6267,TCP/IP,44.977892,-92.932724
GLOBALINFRA,Intersection268,6268,TCP/IP,44.977992,-92.932724
GLOBALINFRA,Intersection269,6269,TCP/IP,44.978092,-92.932724
GLOBALINFRA,Intersection270,6270,TCP/IP,44.978192,-92.932724
GLOBALINFRA,Intersection271,6271,TCP/IP,44.978292,-92.932724
GLOBALINFRA,Intersection272,6272,TCP/IP,44.978392,-92.932724
GLOBALINFRA,Intersection273,6273,TCP/IP,44.978492,-92.932724
GLOBALINFRA,Intersection274,6274,TCP/IP,44.978592,-92.932724
GLOBALINFRA,Intersection275,6275,TCP/IP,44.978692,-92.932724
GLOBALINFRA,Intersection276,6276,TCP/IP,44.978792,-92.932724
GLOBALINFRA,Intersection277,6277,TCP/IP,44.978892,-92.932724
GLOBALINFRA,Intersection278,6278,TCP/IP,44.978992,-92.932724
GLOBALINFRA,Intersection279,6279,TCP/IP,44.979092,-92.932724
GLOBALINFRA,Intersection280,6280,TCP/IP,44.979192,-92.932724
GLOBALINFRA,Intersection281,6281,TCP/IP,44.979292,-92.932724
GLOBALINFRA,Intersection282,6282,TCP/IP,44.979392,-92.932724
GLOBALINFRA,Intersection283,6283,TCP/IP,44.979492,-92.932724
GLOBALINFRA,Intersection284,6284,TCP/IP,44.979592,-92.932724
GLOBALINFRA,Intersection285,6285,TCP/IP,44.979692,-92.932724
GLOBALINFRA,Intersection286,6286,TCP/IP,44.979792,-92.932724
GLOBALINFRA,Intersection287,6287,TCP/IP,44.979892,-92.932724
GLOBALINFRA,Intersection288,6288,TCP/IP,44.979992,-92.932724
GLOBALINFRA,Intersection289,6289,TCP/IP,44.980092,-92.932724
GLOBALINFRA,Intersection290,6290,TCP/IP,44.980192,-92.932724
GLOBALINFRA,Intersection291,6291,TCP/IP,44.980292,-92.932724
GLOBALINFRA,Intersection292,6292,TCP/IP,44.980392,-92.932724
GLOBALINFRA,Intersection293,6293,TCP/IP,44.980492,-92.932724
GLOBALINFRA,Intersection294,6294,TCP/IP,44.980592,-92.932724
GLOBALINFRA,Intersection295,6295,TCP/IP,44.980692,-92.932724
GLOBALINFRA,Intersection296,6296,TCP/IP,44.980792,-92.932724
GLOBALINFRA,Intersection297,6297,TCP/IP,44.980892,-92.932724
GLOBALINFRA,Intersection298,6298,TCP/IP,44.980992,-92.932724
GLOBALINFRA,Intersection299,6299,TCP/IP,44.981092,-92.932724
GLOBALINFRA,Intersection300,6300,TCP/IP,44.981192,-92.932724
GLOBALINFRA,Intersection301,6301,TCP/IP,44.981292,-92.932724
GLOBALINFRA,Intersection302,6302,TCP/IP,44.981392,-92.932724
GLOBALINFRA,Intersection303,6303,TCP/IP,44.981492,-92.932724
GLOBALINFRA,Intersection304,6304,TCP/IP,44.981592,-92.932724
GLOBALINFRA,Intersection305,6305,TCP/IP,44.981692,-92.932724
GLOBALINFRA,Intersection306,6306,TCP/IP,44.981792,-92.932724
GLOBALINFRA,Intersection307,6307,TCP/IP,44.981892,-92.932724
GLOBALINFRA,Intersection308,6308,TCP/IP,44.981992,-92.932724
GLOBALINFRA,Intersection309,6309,TCP/IP,44.982092,-92.932724
GLOBALINFRA,Intersection310,6310,TCP/IP,44.982192,-92.932724
GLOBALINFRA,Intersection311,6311,TCP/IP,44.982292,-92.932724
GLOBALINFRA,Intersection312,6312,TCP/IP,44.982392,-92.932724
GLOBALINFRA,Intersection313,6313,TCP/IP,44.982492,-92.932724
GLOBALINFRA,Intersection314,6314,TCP/IP,44.982592,-92.932724
GLOBALINFRA,Intersection315,6315,TCP/IP,44.982692,-92.932724
GLOBALINFRA,Intersection316,6316,TCP/IP,44.982792,-92.932724
GLOBALINFRA,Intersection317,6317,TCP/IP,44.982892,-92.932724
GLOBALINFRA,Intersection318,6318,TCP/IP,44.982992,-92.932724
GLOBALINFRA,Intersection319,6319,TCP/IP,44.983092,-92.932724
GLOBALINFRA,Intersection320,6320,TCP/IP,44.983192,-92.932724
GLOBALINFRA,Intersection321,6321,TCP/IP,44.983292,-92.932724
GLOBALINFRA,Intersection322,6322,TCP/IP,44.983392,-92.932724
GLOBALINFRA,Intersection323,6323,TCP/IP,44.983492,-92.932724
GLOBALINFRA,Intersection324,6324,TCP/IP,44.983592,-92.932724
GLOBALINFRA,Intersection325,6325,TCP/IP,44.983692,-92.932724
GLOBALINFRA,Intersection326,6326,TCP/IP,44.983792,-92.932724
GLOBALINFRA,Intersection327,6327,TCP/IP,44.983892,-92.932724
GLOBALINFRA,Intersection328,6328,TCP/IP,44.983992,-92.932724
GLOBALINFRA,Intersection329,6329,TCP/IP,44.984092,-92.932724
GLOBALINFRA,Intersection330,6330,TCP/IP,44.984192,-92.932724
GLOBALINFRA,Intersection331,6331,TCP/IP,44.984292,-92.932724
GLOBALINFRA,Intersection332,6332,TCP/IP,44.984392,-92.932724
GLOBALINFRA,Intersection333,6333,TCP/IP,44.984492,-92.932724
GLOBALINFRA,Intersection334,6334,TCP/IP,44.984592,-92.932724
GLOBALINFRA,Intersection335,6335,TCP/IP,44.984692,-92.932724
GLOBALINFRA,Intersection336,6336,TCP/IP,44.984792,-92.932724
GLOBALINFRA,Intersection337,6337,TCP/IP,44.984892,-92.932724
GLOBALINFRA,Intersection338,6338,TCP/IP,44.984992,-92.932724
GLOBALINFRA,Intersection339,6339,TCP/IP,44.985092,-92.932724
GLOBALINFRA,Intersection340,6340,TCP/IP,44.985192,-92.932724
GLOBALINFRA,Intersection341,6341,TCP/IP,44.985292,-92.932724
GLOBALINFRA,Intersection342,6342,TCP/IP,44.985392,-92.932724
GLOBALINFRA,Intersection343,6343,TCP/IP,44.985492,-92.932724
GLOBALINFRA,Intersection344,6344,TCP/IP,44.985592,-92.932724
GLOBALINFRA,Intersection345,6345,TCP/IP,44.985692,-92.932724
GLOBALINFRA,Intersection346,6346,TCP/IP,44.985792,-92.932724
GLOBALINFRA,Intersection347,6347,TCP/IP,44.985892,-92.932724
GLOBALINFRA,Intersection348,6348,TCP/IP,44.985992,-92.932724
GLOBALINFRA,Intersection349,6349,TCP/IP,44.986092,-92.932724
GLOBALINFRA,Intersection350,6350,TCP/IP,44.986192,-92.932724
GLOBALINFRA,Intersection351,6351,TCP/IP,44.986292,-92.932724
GLOBALINFRA,Intersection352,6352,TCP/IP,44.986392,-92.932724
GLOBALINFRA,Intersection353,6353,TCP/IP,44.986492,-92.932724
GLOBALINFRA,Intersection354,6354,TCP/IP,44.986592,-92.932724
GLOBALINFRA,Intersection355,6355,TCP/IP,44.986692,-92.932724
GLOBALINFRA,Intersection356,6356,TCP/IP,44.986792,-92.932724
GLOBALINFRA,Intersection357,6357,TCP/IP,44.986892,-92.932724
GLOBALINFRA,Intersection358,6358,TCP/IP,44.986992,-92.932724
GLOBALINFRA,Intersection359,6359,TCP/IP,44.987092,-92.932724
GLOBALINFRA,Intersection360,6360,TCP/IP,44.987192,-92.932724
GLOBALINFRA,Intersection361,6361,TCP/IP,44.987292,-92.932724
GLOBALINFRA,Intersection362,6362,TCP/IP,44.987392,-92.932724
GLOBALINFRA,Intersection363,6363,TCP/IP,44.987492,-92.932724
GLOBALINFRA,Intersection364,6364,TCP/IP,44.987592,-92.932724
GLOBALINFRA,Intersection365,6365,TCP/IP,44.987692,-92.932724
GLOBALINFRA,Intersection366,6366,TCP/IP,44.987792,-92.932724
GLOBALINFRA,Intersection367,6367,TCP/IP,44.987892,-92.932724
GLOBALINFRA,Intersection368,6368,TCP/IP,44.987992,-92.932724
GLOBALINFRA,Intersection369,6369,TCP/IP,44.988092,-92.932724
GLOBALINFRA,Intersection370,6370,TCP/IP,44.988192,-92.932724
GLOBALINFRA,Intersection371,6371,TCP/IP,44.988292,-92.932724
GLOBALINFRA,Intersection372,6372,TCP/IP,44.988392,-92.932724
GLOBALINFRA,Intersection373,6373,TCP/IP,44.988492,-92.932724
GLOBALINFRA,Intersection374,6374,TCP/IP,44.988592,-92.932724
GLOBALINFRA,Intersection375,6375,TCP/IP,44.988692,-92.932724
GLOBALINFRA,Intersection376,6376,TCP/IP,44.988792,-92.932724
